Warsaw;2018-12-20;12:00:00;3.55;163.515
Warsaw;2018-12-20;15:00:00;3.12;156.003
Warsaw;2018-12-20;18:00:00;3.21;162.001
Warsaw;2018-12-20;21:00:00;3.56;178.501
Warsaw;2018-12-21;00:00:00;3.45;191.502
Warsaw;2018-12-21;03:00:00;4.8;228.503
Warsaw;2018-12-21;06:00:00;5.4;228.5
Warsaw;2018-12-21;09:00:00;5.44;223.503
Warsaw;2018-12-21;12:00:00;5.11;218.507
Warsaw;2018-12-21;15:00:00;4.81;206.503
Warsaw;2018-12-21;18:00:00;4.91;198.504
Warsaw;2018-12-21;21:00:00;5.68;184.501
Warsaw;2018-12-22;00:00:00;6.12;180.501
Warsaw;2018-12-22;03:00:00;6.8;239.502
Warsaw;2018-12-22;06:00:00;5.21;229.501
Warsaw;2018-12-22;09:00:00;6.01;248.502
Warsaw;2018-12-22;12:00:00;7.61;253.003
Warsaw;2018-12-22;15:00:00;7.92;261.002
Warsaw;2018-12-22;18:00:00;9.62;266.002
Warsaw;2018-12-22;21:00:00;10.76;275.506
Warsaw;2018-12-23;00:00:00;9.5;311.001
Warsaw;2018-12-23;03:00:00;8.2;310.501
Warsaw;2018-12-23;06:00:00;6.99;305.5
Warsaw;2018-12-23;09:00:00;5.17;298
Warsaw;2018-12-23;12:00:00;3.66;279.502
Warsaw;2018-12-23;15:00:00;2.32;232.005
Warsaw;2018-12-23;18:00:00;2.67;197.503
Warsaw;2018-12-23;21:00:00;2.47;201.505
Warsaw;2018-12-24;00:00:00;2.81;292
Warsaw;2018-12-24;03:00:00;1.62;348.501
Warsaw;2018-12-24;06:00:00;3.11;22.5006
Warsaw;2018-12-24;09:00:00;3.23;6.00601
Warsaw;2018-12-24;12:00:00;4.47;313.001
Warsaw;2018-12-24;15:00:00;5.81;298.501
Warsaw;2018-12-24;18:00:00;6.07;289.004
Warsaw;2018-12-24;21:00:00;5.57;292.5
Warsaw;2018-12-25;00:00:00;6.66;273.001
Warsaw;2018-12-25;03:00:00;6.47;281.001
Warsaw;2018-12-25;06:00:00;7.47;302.009
Warsaw;2018-12-25;09:00:00;5.91;315.005
Warsaw;2019-01-03;21:00:00;6.17;355.501
Warsaw;2019-01-04;00:00:00;5.21;351.003
Warsaw;2019-01-04;03:00:00;4.32;335.003
Warsaw;2019-01-04;06:00:00;3.52;311.003
Warsaw;2019-01-04;09:00:00;2.81;271.502
Warsaw;2019-01-04;12:00:00;3.56;255.002
Warsaw;2019-01-04;15:00:00;4.96;246.503
Warsaw;2019-01-04;18:00:00;5.56;254.502
Warsaw;2019-01-04;21:00:00;5.42;268.001
Warsaw;2019-01-05;00:00:00;5.61;275.503
Warsaw;2019-01-05;03:00:00;5.96;276.005
Warsaw;2019-01-05;06:00:00;6.12;277.018
Warsaw;2019-01-05;09:00:00;5.36;293.504
Warsaw;2019-01-05;12:00:00;5.01;307.002
Warsaw;2019-01-05;15:00:00;5.05;338.501
Warsaw;2019-01-05;18:00:00;5.21;353.501
Warsaw;2019-01-05;21:00:00;5.25;351.5
Warsaw;2019-01-06;00:00:00;6.3;9.00574
Warsaw;2019-01-06;03:00:00;5.56;10.0054
Warsaw;2019-01-06;06:00:00;5.61;6.00125
Warsaw;2019-01-06;09:00:00;5.91;11.5033
Warsaw;2019-01-06;12:00:00;5.77;9.00119
Warsaw;2019-01-06;15:00:00;5.56;12.5007
Warsaw;2019-01-06;18:00:00;5.47;20.001
Warsaw;2019-01-06;21:00:00;5.01;25.0016
Warsaw;2019-01-07;00:00:00;4.56;24.5004
Warsaw;2019-01-07;03:00:00;4.31;23.5039
Warsaw;2019-01-07;06:00:00;3.56;22.0028
Warsaw;2019-01-07;09:00:00;2.86;18.506
Warsaw;2019-01-07;12:00:00;2.67;1.0033
Warsaw;2019-01-07;15:00:00;1.61;312.007
Warsaw;2019-01-07;18:00:00;2.17;271.502
Warsaw;2019-01-07;21:00:00;3.47;243
Warsaw;2019-01-08;00:00:00;4.42;246
Warsaw;2019-01-08;03:00:00;5.22;260.001
Warsaw;2019-01-08;06:00:00;6.01;251.501
Warsaw;2019-01-08;09:00:00;6.07;259.001
Warsaw;2019-01-08;12:00:00;6.5;267.501
Warsaw;2019-01-08;15:00:00;7.65;259.502
Warsaw;2019-01-08;18:00:00;9.21;259.5
Warsaw;2019-01-07;15:00:00;3.21;205.501
Warsaw;2019-01-07;18:00:00;4.15;208.001
Warsaw;2019-01-07;21:00:00;4.56;202.506
Warsaw;2019-01-08;00:00:00;5.02;195
Warsaw;2019-01-08;03:00:00;5.65;185
Warsaw;2019-01-08;06:00:00;6.26;182.001
Warsaw;2019-01-08;09:00:00;6.76;191.003
Warsaw;2019-01-08;12:00:00;6.1;196.5
Warsaw;2019-01-08;15:00:00;5.12;193.002
Warsaw;2019-01-08;18:00:00;5.61;187.501
Warsaw;2019-01-08;21:00:00;5.73;174.001
Warsaw;2019-01-09;00:00:00;4.87;171.5
Warsaw;2019-01-09;03:00:00;2.63;198.509
